UF;Municipio;Unidade;Notificações
GO;INHUMAS;UPA LAZARO ALBERTO DE MORAES;  10
GO;PARANAIGUARA;HOSPITAL MUNICIPAL DR MANUELITO PARANAIGUARA;  10
MA;FORTALEZA DOS NOGUEIRAS;CASA DE SAUDE OVIDIA COELHO NOGUEIRA;  10
MA;MONCAO;HOSPITAL REGIONAL DE MONCAO;  10
MA;SAO LUIS;HOSPITAL DA CRIANCA DR ODORICO AMARAL DE MATOS;  10
MG;ALPINOPOLIS;HOSPITAL CONEGO UBIRAJARA CABRAL;  10
MG;ARAGUARI;HOSPITAL SAO SEBASTIAO;  10
MG;BELO HORIZONTE;HOSPITAL ALBERTO CAVALCANTI;  10
MG;BOA ESPERANCA;SANTA CASA DE MISERICORDIA DE BOA ESPERANCA;  10
MG;CAMANDUCAIA;IRMANDADE DA SANTA CASA DE MISERICORDIA DE CAMANDUCAIA;  10
MG;CAMPESTRE;AMBULATORIO PSICOSSOCIAL;  10
MG;ESMERALDAS;ESMERALDAS HOSPITAL MUNICIPAL 25 DE MAIO;  10
MG;SANTA BARBARA;SANTA CASA NOSSA SENHORA DAS MERCES;  10
MG;SAO FRANCISCO;UNIDADE MISTA MUNICIPAL DR BRICIO DE CASTRO DOURADO;  10
MG;SERRO;CASA CARIDADE SANTA TEREZA;  10
MG;TAIOBEIRAS;HOSPITAL SANTO ANTONIO;  10
MG;VARZEA DA PALMA;HOSPITAL MUNICIPAL E PRONTO SOCORRO DE VARZEA DA PALMA;  10
MS;CORUMBA;HOSPITAL CASSEMS UNIDADE DE CORUMBA;  10
MS;ITAPORA;HOSPITAL MUNICIPAL LOURIVAL NASCIMENTO DA SILVA;  10
MT;AGUA BOA;HOSPITAL DO VALE DO ARAGUAIA;  10
MT;CAMPINAPOLIS;HOSPITAL MUNICIPAL DE CAMPINAPOLIS;  10
PA;ANANINDEUA;HOSPITAL CAMILO SALGADO LTDA;  10
PA;SANTAREM;SECRETARIA MUNICIPAL DE SAUDE DE SANTAREM;  10
PB;JOAO PESSOA;HOSPITAL MUNICIPAL VALENTINA;  10
PE;ALIANCA;UNIDADE MISTA BELARMINO L P MELO;  10
PE;LAGOA DOS GATOS;UNIDADE MISTA SANTA ROSA;  10
PE;PETROLINA;HGU HOSPITAL GERAL E URGENCIA;  10
PE;SAO BENTO DO UNA;HOSPITAL MUNICIPAL DE SAO BENTO DO UNA;  10
PI;OEIRAS;HOSP REG DEOLINDO COUTO;  10
PR;CAMBE;SANTA CASA DE CAMBE;  10
PR;DOIS VIZINHOS;HOSPITAL PRO VIDA;  10
PR;IVAIPORA;HOSPITAL REGIONAL DE IVAIPORA;  10
PR;IVAIPORA;PRONTO ATENDIMENTO MUNICIPAL DE IVAIPORA;  10
PR;JESUITAS;HOSPITAL JESUITAS;  10
PR;TRES BARRAS DO PARANA;HOSPITAL MUNICIPAL TRES BARRAS;  10
RJ;AREAL;HOSPITAL MUNICIPAL NOSSA SENHORA DAS DORES;  10
RJ;BARRA MANSA;CASA DE SAUDE SANTA MARIA SA;  10
RJ;BOM JARDIM;HOSPITAL DR CELSO ERTHAL;  10
RJ;CAMPOS DOS GOYTACAZES;SES RJ UPA 24H CAMPOS DOS GOYTACAZES;  10
RJ;DUQUE DE CAXIAS;UPA INFANTIL WALTER GARCIA;  10
RJ;MAGE;UNIDADE MISTA MAUA POSTO MARIO PINHEIRO;  10
RJ;RIO DE JANEIRO;HOSPITAL REAL DOR;  10
RJ;RIO DE JANEIRO;IFF FIOCRUZ;  10
RJ;SAO PEDRO DA ALDEIA;PRONTO SOCORRO MUNICIPAL DR JOSE SEVE NETO;  10
RJ;TERESOPOLIS;CENTRO DE DIAGNOSTICOS;  10
RN;CANGUARETAMA;PA CANGUARETAMA;  10
RN;MOSSORO;HOSPITAL MATERNIDADE ALMEIDA CASTRO;  10
RN;NATAL;SECRETARIA ESTADUAL DE SAUDE PUBLICA DO RN;  10
RO;MONTE NEGRO;HOSPITAL MUNICIPAL DE MONTE NEGRO;  10
RO;PORTO VELHO;CENTRO DE TRATAMENTO DO INFARTO ANGIOCENTER;  10
RS;ENCRUZILHADA DO SUL;HOSPITAL SANTA BARBARA;  10
SC;BLUMENAU;SECRETARIA MUNICIPAL DE PROMOCAO DA SAUDE DE BLUMENAU SEMUS;  10
SC;FLORIANOPOLIS;MATERNIDADE CARMELA DUTRA;  10
SC;MELEIRO;HOSPITAL SAO JUDAS TADEU;  10
SP;APIAI;HOSPITAL DR ADHEMAR DE BARROS APIAI;  10
SP;CAIEIRAS;VIGILANCIA EPIDEMIOLOGICA MUNICIPAL DE CAIEIRAS;  10
SP;CAMPINAS;VIGILANCIA EM SAUDE SUL;  10
SP;DUARTINA;HOSPITAL SANTA LUZIA DUARTINA;  10
SP;EMBU DAS ARTES;UNIDADE MISTA E MATERNIDADE CENTRAL;  10
SP;ITANHAEM;PRONTO SOCORRO MUNICIPAL DE ITANHAEM;  10
SP;LIMEIRA;CENTRO MUNICIPAL DE EPIDEMIOLOGIA E IMUNIZACOES LIMEIRA;  10
SP;ORLANDIA;CS II DR MIGUEL VITALIANO ORLANDIA;  10
SP;PIRATININGA;SANTA CASA DE PIRATININGA;  10
SP;RIO DAS PEDRAS;CENTRO DE SAUDE II MARIO GOBATTO DE RIO DAS PEDRAS;  10
SP;SANTA BARBARA D'OESTE;HOSPITAL SANTA BARBARA;  10
SP;SAO BERNARDO DO CAMPO;HOSPITAL ANCHIETA;  10
SP;SAO PAULO;PS MUN AUGUSTO GOMES DE MATOS;  10
SP;SOROCABA;HOSPITAL SANTA LUCINDA SOROCABA;  10
SP;VARGEM GRANDE DO SUL;CENTRO DE SAUDE II DR GABRIEL MESQUITA VARGEM GDE DO SUL;  10
AM;MANAUS;HOSPITAL SANTO ALBERTO;   9
BA;CAPIM GROSSO;HOSPITAL DE CAPIM GROSSO;   9
BA;IPIAU;SECRETARIA MUNICIPAL DE SAUDE DE IPIAU;   9
BA;ITABUNA;HOSPITAL MANOEL NOVAES;   9
BA;POCOES;UPA 24H VILOBALDO MACEDO;   9
CE;APUIARES;HOSPITAL SAO SEBASTIAO;   9
CE;BARROQUINHA;SECRETARIA MUNICIPAL DA SAUDE DE BARROQUINHA;   9
CE;FORTALEZA;HOSPITAL DISTRITAL EDMILSON BARROS DE OLIVEIRA MESSEJANA;   9
CE;GUAIUBA;HOSPITAL MUNICIPAL DOM ALOISIO LORSCHEIDER;   9
CE;JUCAS;HOSPITAL MUNICIPAL JOSE FACUNDO FILHO;   9
CE;QUITERIANOPOLIS;MATERNIDADE QUITERIA DE LIMA;   9
ES;GUACUI;SANTA CASA DE MISERICORDIA DE GUACUI;   9
ES;LINHARES;HOSPITAL UNIMED LINHARES;   9
ES;NOVA VENECIA;HOSPITAL SAO MARCOS;   9
GO;GOIANIA;HOSPITAL GOIANIA LESTE;   9
GO;JARAGUA;HOSPITAL ESTADUAL DE JARAGUA SANDINO DE AMORIM;   9
MA;CAXIAS;HOSPITAL REGIONAL DE CAXIAS DR EVERALDO FERREIRA ARAGAO;   9
MA;CONCEICAO DO LAGO-ACU;HOSPITAL MUNICIPAL MANOEL MELO DE MATOS;   9
MA;JOAO LISBOA;HOSPITAL MUNICIPAL DE JOAO LISBOA;   9
MA;MIRINZAL;HOSPITAL MUNICIPAL NOSSA SENHORA DE VITORIA;   9
MG;BELO HORIZONTE;HOSPITAL SOFIA FELDMAN;   9
MG;CANAPOLIS;HOSPITAL SEBASTIAO PAES DE ALMEIDA;   9
MG;CARANGOLA;CASA DE CARIDADE DE CARANGOLA;   9
MG;CONGONHAS;POLICLINICA DE CONGONHAS;   9
MG;ERVALIA;HOSPITAL JORGE CAETANO DE MATTOS;   9
MG;JURUAIA;HOSPITAL MONSENHOR GENESIO;   9
MG;NOVA LIMA;NOVA LIMA UPA DR JOSE ADELSON PIRES MOREIRA;   9
MG;TEOFILO OTONI;PRONTO ATENDIMENTO E HOSPITAL UNIMED TRES VALES;   9
MS;AMAMBAI;HOSPITAL REGIONAL AMAMBAI;   9
MT;DIAMANTINO;SECRETARIA MUNICIPAL DE SAUDE;   9
MT;GAUCHA DO NORTE;HOSPITAL MUNICIPAL DE GAUCHA DO NORTE;   9
MT;GUARANTA DO NORTE;HOSPITAL MUNICIPAL NOSSA SENHORA DO ROSARIO;   9
MT;JUINA;UNIDADE DE PRONTO ATENDIMENTO DE JUINA DR SANTOS;   9
MT;RONDONOPOLIS;MATER CLIN;   9
MT;TAPURAH;HOSPITAL MUNICIPAL DE TAPURAH;   9
PA;BRAGANCA;HOSPITAL DAS CLINICAS DE BRAGANCA;   9
PA;MARACANA;HOSPITAL MUNICIPAL DE MARACANA;   9
PA;PALESTINA DO PARA;HOSPITAL MUNICIPAL JOSE HOMOBONO PAES ANDRADE;   9
PA;PORTO DE MOZ;HOSPITAL MUNICIPAL ANA NERY;   9
PA;TOME-ACU;UPA UNIDADE DE PRONTO ATENDIMENTO;   9
PB;CABEDELO;HOSPITAL E MATERNIDADE MUNICIPAL PE ALFREDO BARBOSA;   9
PE;BUIQUE;HOSPITAL MUNICIPAL MARIA DECI MACEDO VALENCA;   9
PE;CARUARU;UNIDADE DE VIGILANCIA EM SAUDE;   9
PE;JUREMA;UNIDADE MISTA SANTA QUITERIA;   9
PE;OLINDA;HOSPITAL CIDADE PATRIMONIO;   9
PE;SERRITA;HOSPITAL GERAL IMACULADA CONCEICAO;   9
PE;TAQUARITINGA DO NORTE;HOSPITAL GERAL SEVERINO PEREIRA DA SILVA;   9
PR;BANDEIRANTES;SANTA CASA DE BANDEIRANTES;   9
PR;CASCAVEL;HOSPITAL DO CANCER DE CASCAVEL UOPECCAN;   9
PR;FRANCISCO BELTRAO;HOSPITAL SAO FRANCISCO;   9
PR;PINHAIS;UNIDADE DE VIGILANCIA SANITARIA E EPIDEMIOLOGICA;   9
PR;PONTA GROSSA;ASSOCIACAO HOSPITALAR BOM JESUS;   9
PR;SANTA MARIANA;CIS CENTRO INTEGRADO EM SAUDE;   9
PR;SANTO ANTONIO DA PLATINA;HOSPITAL NOSSA SENHORA DA SAUDE;   9
PR;SIQUEIRA CAMPOS;SANTA CASA DE SIQUEIRA CAMPOS;   9
RJ;NOVA IGUACU;EMCOR;   9
RJ;RIO DE JANEIRO;AMIU BOTAFOGO;   9
RJ;RIO DE JANEIRO;MATERNIDADE ESCOLA DA UFRJ;   9
RJ;SAO JOAO DA BARRA;SANTA CASA DE MISERICORDIA DE SAO JOAO DA BARRA;   9
RO;CACOAL;HOSPITAL DE URGENCIA E EMERGENCIA REGIONAL DE CACOAL HEURO;   9
RO;PORTO VELHO;PRONTO ATENDIMENTO ANA ADELAIDE;   9
RO;PORTO VELHO;UPA ZONA LESTE;   9
RR;BOA VISTA;AREA DE CUIDADOS HOSPITAL DE CAMPANHA COVID 19;   9
RS;CHARRUA;POSTO INDIGENA DO LIGEIRO CHARRUA;   9
RS;NAO-ME-TOQUE;HOSPITAL NOTRE DAME JULIA BILLIART;   9
RS;NONOAI;HOSPITAL COMUNITARIO NONOAI;   9
RS;RONDA ALTA;ASSOCIACAO HOSPITALAR DE RONDA ALTA;   9
RS;TRES COROAS;CENTRO MUNICIPAL DE SAUDE TRES COROAS;   9
SC;FLORIANOPOLIS;CEPONSC;   9
SC;IPORA DO OESTE;CENTRO MUNICIPAL DE SAUDE IPORA DO OESTE;   9
SC;NOVA TRENTO;HOSPITAL NOSSA SENHORA DA IMACULADA CONCEICAO;   9
SP;BORBOREMA;CENTRO DE SAUDE III BORBOREMA;   9
SP;BORBOREMA;HOSPITAL SAO SEBASTIAO DE BORBOREMA;   9
SP;IACANGA;SANTA CASA DE IACANGA;   9
SP;IBATE;HOSPITAL MUNICIPAL IBATE;   9
SP;ITAPECERICA DA SERRA;PRONTO SOCORRO JARDIM JACIRA;   9
SP;MAUA;ATPN HOSPITAL DE CAMPANHA DE MAUA;   9
SP;MIGUELOPOLIS;CS II DE MIGUELOPOLIS;   9
SP;OSASCO;POLICLINICA LEONIL CRE BORTOLOSSO;   9
SP;PRAIA GRANDE;UPA UNIDADE DE PRONTO ATENDIMENTO DR CHARLES ANTUNES BECHAR;   9
SP;SAO JOSE DOS CAMPOS;HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO;   9
SP;SAO PAULO;AMA JARDIM PERI;   9
SP;SAO PAULO;HOSPITAL SAGRADA FAMILIA;   9
SP;SAO PAULO;HOSPITAL SERRA MAYOR;   9
SP;VIRADOURO;HOSPITAL E MATERNIDADE SAO VICENTE DE PAULO VIRADOURO;   9
TO;ARAPOEMA;HOSPITAL REGIONAL DE ARAPOEMA;   9
BA;IRECE;HOSPITAL REGIONAL DR MARIO DOURADO SOBRINHO;   8
BA;ITACARE;FUNDACAO HOSPITALAR DE ITACARE;   8
BA;MARACAS;HOSPITAL MUNICIPAL DR ALVARO BEZERRA;   8
BA;POCOES;HOSPITAL SAO LUCAS;   8
BA;VITORIA DA CONQUISTA;HOSPITAL MUNICIPAL ESAU MATOS;   8
CE;ALTO SANTO;HOSPITAL MATERNIDADE SANTA RITA;   8
CE;AMONTADA;HOSPITAL MUNICIPAL DR RIGOBERTO ROMERO DE BARROS;   8
CE;BARREIRA;HOSPITAL DE BARREIRA;   8
CE;BARRO;HOSP MUNIC SANTO ANTONIO;   8
CE;CARNAUBAL;UNID MISTA NOSSA SRA AUXILIADORA;   8
CE;GRANJA;SECRETARIA MUNICIPAL DE SAUDE DE GRANJA;   8
CE;IPU;HOSPITAL MUNICIPAL DR JOSE EVANGELISTA DE OLIVEIRA;   8
CE;QUIXERAMOBIM;UPA 24H DE QUIXERAMOBIM;   8
CE;RUSSAS;HOSPITAL E CASA DE SAUDE DE RUSSAS;   8
ES;IUNA;SANTA CASA DE IUNA;   8
GO;CERES;IMEC UTI;   8
GO;FORMOSA;UPA UNIDADE DE PRONTO ATENDIMENTO;   8
GO;ITUMBIARA;HOSPITAL MUNICIPAL MODESTO DE CARVALHO;   8
GO;JATAI;HOSPITAL PADRE TIAGO NA PROVIDENCIA DE DEUS;   8
GO;PALMEIRAS DE GOIAS;PRONTO SOCORRO MUNICIPAL DE PALMEIRAS DE GOIAS;   8
GO;RIO VERDE;HOSPITAL UNIMED RIO VERDE;   8
MA;ALTO PARNAIBA;HOSPITAL MUNICIPAL DE ALTO PARNAIBA;   8
MA;ARAME;HOSPITAL MUNICIPAL DE ARAME;   8
MA;BEQUIMAO;HOSPITAL MUNICIPAL LIDIA MARTINS;   8
MA;SAO LUIS;HOSPITAL DE TRAUMA E ORTOPEDIA HTO;   8
MG;ARACUAI;HOSPITAL SAO VICENTE DE PAULO ARACUAI;   8
MG;BELO HORIZONTE;SERVICO DE ATENDIMENTO MOVEL DE URGENCIA;   8
MG;CAMPESTRE;SANTA CASA MIS CARIDADE DE CAMPESTRE;   8
MG;JABOTICATUBAS;JABOTICATUBAS FUNDACAO HOSPITALAR SANTO ANTONIO;   8
MG;JANUARIA;HOSPITAL MUNICIPAL DE JANUARIA;   8
MG;MONTE AZUL;HOSPITAL E MATERNIDADE NOSSA SENHORA DAS GRACAS;   8
MG;PARAISOPOLIS;HOSPITAL FREI CAETANO E MATSANTA TEREZA PARAISOPOLIS;   8
MG;PRATAPOLIS;HOSPITAL MUNICIPAL DE PRATAPOLIS;   8
MG;SAO JOAO DEL REI;HOSPITAL NOSSA SENHORA DAS MERCES;   8
MG;UBA;HOSPITAL SAO JANUARIO;   8
MG;UNAI;CASA DE SAUDE E MATERNIDADE SANTA MONICA;   8
MS;CORUMBA;UNIDADE DE PRONTO ATENDIMENTO DR JOSE ABILIO M DE BARROS;   8
MS;IVINHEMA;HOSPITAL MUNICIPAL DE IVINHEMA;   8
MS;RIO VERDE DE MATO GROSSO;HOSPITAL GERAL PAULINO ALVES DA CUNHA;   8
MT;COTRIGUACU;SECRETARIA MUNICIPAL DE SAUDE DE COTRIGUACU;   8
MT;JUARA;HOSPITAL MUNIC DE JUARA HOSP MUNIC ELIDIA MACHIETTO SANTILLO;   8
MT;NOVA XAVANTINA;HOSPITAL MUNICIPAL DR DAERCIO OLIVEIRA MORAES;   8
MT;RIO BRANCO;SECRETARIA MUNICIPAL DE SAUDE DE RIO BRANCO;   8
PA;ABAETETUBA;HOSPITAL REGIONAL DO BAIXO TOCANTINS HOSPITAL SANTA ROSA;   8
PA;ANAJAS;HMA TEONILA SOARES ALVES;   8
PA;CAMETA;DIVISAO DE VIGILANCIA EPIDEMOLOGICA;   8
PA;CONCEICAO DO ARAGUAIA;HOSPITAL SAO LUCAS;   8
PA;JURUTI;HOSPITAL NOVE DE ABRIL NA PROVIDENCIA DE DEUS;   8
PA;SAO JOAO DO ARAGUAIA;UNIDADE MISTA DE SAUDE MARIO MARTINS;   8
PB;BAYEUX;UPA 24H UNIDADE DE PRONTO ATENDIMENTO BAYEUX;   8
PE;ALAGOINHA;UNIDADE MISTA MARIA ELIZIARIA PAES;   8
PE;BODOCO;HOSPITAL MUNICIPAL EULINA SILVA LOCIO DE ALENCAR;   8
PE;CEDRO;UNIDADE MISTA JOSE URIAS NOVAES;   8
PE;EXU;HOSPITAL MUNICIPAL JOSE PINTO SARAIVA;   8
PE;GLORIA DO GOITA;UNIDADE MISTA MARIA GAIAO GUERRA;   8
PE;JABOATAO DOS GUARARAPES;SECRETARIA DE SAUDE DO JABOATAO DOS GUARARAPES;   8
PE;LAGOA GRANDE;HOSPITAL MUNICIPAL JOSE HENRIQUE DE LIMA;   8
PE;PAULISTA;SECRETARIA DE SAUDE DO PAULISTA;   8
PE;SANTA CRUZ DO CAPIBARIBE;HOSPITAL MUNICIPAL RAYMUNDO FRANCELINO ARAGAO;   8
PE;SURUBIM;POLICLINICA MUNICIPAL ESTEFANIA FARIAS;   8
PR;CORNELIO PROCOPIO;SANTA CASA DE CORNELIO PROCOPIO;   8
PR;CURITIBA;HOSPITAL MENINO DEUS;   8
PR;CURITIBA;UPA FAZENDINHA;   8
PR;GUAIRA;UNIDADE DE PRONTO ATENDIMENTO UPA;   8
PR;IVAIPORA;HOSPITAL BOM JESUS;   8
PR;MARINGA;HOSPITAL DO CANCER DE MARINGA;   8
PR;NOVA FATIMA;CENTRO DE SAUDE NOVA FATIMA;   8
RJ;MAGE;SES RJ UPA 24H MAGE;   8
RJ;NILOPOLIS;SES RJ HOSPITAL ESTADUAL VEREADOR MELCHIADES CALAZANS;   8
RJ;NITEROI;CENTRO ORTOPEDICO;   8
RJ;NOVA FRIBURGO;UPA 24 HORAS NOVA FRIBURGO;   8
RJ;PETROPOLIS;HOSPITAL SANTA MONICA HSM;   8
RJ;SUMIDOURO;HOSPITAL MUNICIPAL DR JOAO PEREIRA MARTINS;   8
RN;AREIA BRANCA;HOSPITAL MATERNIDADE SARA KUBITSCHECK;   8
RS;CANOAS;DIRETORIA DE VIGILANCIA EM SAUDE;   8
RS;GETULIO VARGAS;HOSPITAL SAO ROQUE DE GETULIO VARGAS;   8
RS;HORIZONTINA;ASSOCIACAO BENEFICENTE OSWALDO CRUZ DE HORIZONTINA;   8
RS;PELOTAS;UCPEL HOSPITAL UNIVERSITARIO SAO FRANCISCO DE PAULA;   8
RS;SALDANHA MARINHO;HOSPITAL MUNICIPAL SALDANHA MARINHO;   8
RS;SANTO AUGUSTO;SECRETARIA MUNICIPAL DE SAUDE DE SANTO AUGUSTO;   8
SC;VIDEIRA;HOSPITAL SANTA MARIA LTDA;   8
SE;BOQUIM;UPA UNIDADE DE PRONTO ATENDIMENTO 24 H DR B MITIDIERI;   8
SE;ESTANCIA;HOSPITAL REGIONAL AMPARO DE MARIA;   8
SP;ALTINOPOLIS;HOSPITAL DE MISERICORDIA ALTINOPOLIS;   8
SP;CARAGUATATUBA;HOSPITAL REGIONAL DO LITORAL NORTE;   8
SP;CARAGUATATUBA;SANTOS DUMONT HOSPITAL LITORAL NORTE;   8
SP;CESARIO LANGE;UBS IV LAZARO MENDES DE CASTANHO CESARIO LANGE;   8
SP;CHARQUEADA;HOSP MAT BENEF DE CHARQUEADA;   8
SP;DESCALVADO;CENTRO DE SAUDE VITAL BRASIL DESCALVADO;   8
SP;DIVINOLANDIA;UBS ESF CENTRO DE SAUDE III DE DIVINOLANDIA;   8
SP;OSASCO;HOSPITAL MATERNIDADE AMADOR AGUIAR;   8
SP;PIRAPORA DO BOM JESUS;PSF DR FLAVIO DE MORAES DIAS;   8
SP;SANTA ROSA DE VITERBO;SANTA CASA DE SANTA ROSA DE VITERBO;   8
TO;PALMAS;HOSPITAL E MATERNIDADE D REGINA SIQUEIRA CAMPOS DE PALMAS;   8
TO;PEDRO AFONSO;HOSPITAL REGIONAL DE PEDRO AFONSO LEONICIO DE SOUSA MIRANDA;   8
AL;MACEIO;VIGILANCIA EPIDEMIOLOGICA DE MACEIO;   7
AM;MANAUS;HOSPITAL UNIVERSITARIO FRANCISCA MENDES;   7
AM;MARAA;UBS MARIA FREITAS DE MORAES;   7
BA;ALCOBACA;HOSPITAL SAO BERNARDO;   7
BA;CACHOEIRA;HOSPITAL SAO JOAO DE DEUS;   7
BA;CAMACAN;FUNDACAO GONCALVES E SAMPAIO;   7
BA;CANAVIEIRAS;HOSPITAL REGIONAL REGIS PACHECO;   7
BA;CONCEICAO DO ALMEIDA;HOSPITAL MUNICIPAL DE CONCEICAO DO ALMEIDA;   7
BA;IBOTIRAMA;HOSPITAL REGIONAL DO VELHO CHICO;   7
BA;POCOES;SMS DE POCOES;   7
BA;RUY BARBOSA;HOSPITAL REGIONAL DE RUY BARBOSA;   7
BA;SALVADOR;UPA 24H CIDADE BAIXA SANTO ANTONIO;   7
BA;SALVADOR;UPA 24H PARQUE SAO CRISTOVAO;   7
BA;SANTO ANTONIO DE JESUS;UPA 24 HORAS ANTONIO REGINALDO FERNANDES DOS SANTOS;   7
CE;AURORA;HOSPITAL GERAL IGNEZ ANDREAZZA;   7
CE;FORTALEZA;HCF HOSPITAL CENTRAL DE FORTALEZA;   7
CE;FORTALEZA;UAPS CARLOS RIBEIRO;   7
CE;FRECHEIRINHA;HOSP MATERN MENINO JESUS DE PRAGA;   7
CE;IBIAPINA;HOSPITAL MUNICIPAL MARIA WANDERLENE NEGREIROS DE QUEIROZ;   7
CE;ITAICABA;UNID MISTA JOSEFA MA CONCEICAO;   7
CE;ITAPIPOCA;SECRETARIA MUNICIPAL DE SAUDE DE ITAPIPOCA;   7
CE;LAVRAS DA MANGABEIRA;HOSPITAL SAO VICENTE FERRER;   7
CE;MULUNGU;HOSP MATERN WALDEMAR ALCANTARA;   7
ES;CARIACICA;PRONTO ATENDIMENTO MONSENHOR ROMULO NEVES BALESTREIRO;   7
ES;IBATIBA;HOSPITAL DE IBATIBA;   7
ES;SERRA;UPA 24 HORAS CASTELANDIA DR FERNANDO INACIO SANTORIO;   7
GO;AMERICANO DO BRASIL;HOSPITAL MUNICIPAL SAO PAULO;   7
GO;CAMPINORTE;HOSPITAL MUNICIPAL DE CAMPINORTE;   7
GO;CERES;INTERVIDA;   7
GO;GOIANIA;CLINICA DO ESPORTE ORTOPEDIA FRAT E FISIOTERAPIA LTDA;   7
GO;GOIAS;HOSPITAL DE CARIDADE SAO PEDRO DALCANTARA;   7
GO;ITABERAI;HOSPITAL MUNICIPAL DE ITABERAI DR GILBERTO DA SILVA CALDAS;   7
GO;ITAPURANGA;HOSPITAL MUNICIPAL DE ITAPURANGA;   7
GO;MAURILANDIA;HOSPITAL MUNICIPAL MILTON AMARO DO NASCIMENTO;   7
GO;SANTA HELENA DE GOIAS;HOSPITAL DE URGENCIA DA REGIAO SUDOESTE;   7
GO;SAO JOAO D'ALIANCA;HOSPITAL MUNICIPAL SANTA MADALENA;   7
MA;PEDREIRAS;HOSPITAL MUNICIPAL GERAL E MATERNIDADE DE PEDREIRAS;   7
MA;PRESIDENTE DUTRA;HOSPITAL DE URGENCIA E EMERGENCIA DE PRESIDENTE DUTRA;   7
MA;SAO LUIS;COMPLEXO HOSPITALAR MATERNO INFANTIL DO MARANHAO;   7
MA;SAO LUIS;HOSPITAL PRESIDENTE VARGAS;   7
MA;TUTOIA;HOSPITAL CAMPANHA CENTRO DE REFERENCIA MUNICIPAL DO COVID 19;   7
MG;ARAGUARI;HOSPITAL SANTO ANTONIO LTDA;   7
MG;ARCOS;HOSPITAL MUNICIPAL SAO JOSE DE ARCOS;   7
MG;CAPINOPOLIS;FAEPU UNIDADE CAPINOPOLIS;   7
MG;CARANDAI;HOSPITAL MUNICIPAL SANTANA DE CARANDAI;   7
MG;CONTAGEM;CENTRO MATERNO INFANTIL JUVENTINA PAULA DE JESUS;   7
MG;GOUVEIA;HOSPITAL E MATERNIDADE DR AURELIANO BRANDAO;   7
MG;ITABIRITO;ITABIRITO POLICLINICA DR FRANCISCO RODRIGUES DE CARVALHO;   7
MG;ITAGUARA;SANTA CASA DE ITAGUARA;   7
MG;ITAMBACURI;HOSPITAL NOSSA SENHORA DOS ANJOS;   7
MG;ITUIUTABA;HOSPITAL SAO JOAQUIM;   7
MG;MONTE SANTO DE MINAS;SANTA CASA DE MISERICORDIA DE MONTE SANTO;   7
MG;MONTES CLAROS;HOSPITAL DILSON GODINHO;   7
MG;MURIAE;HOSPITAL PRONTOCOR DE MURIAE;   7
MG;OURO PRETO;OURO PRETO UPA DOM ORIONE 24 HORAS;   7
MG;PASSA QUATRO;CASA DE CARIDADE DE PASSA QUATRO;   7
MG;PATROCINIO;PRONTO SOCORRO MUNICIPAL DOUTOR CARLOS AFONSO NUNES;   7
MG;SAO JOAO DEL REI;UPA SAO JOAO DEL REI;   7
MG;TUPACIGUARA;UNIDADE MISTA DE SAUDE DR JARBAS DE SOUZA;   7
MG;UBERLANDIA;UPA SUL;   7
MS;ANGELICA;A B A;   7
MS;BRASILANDIA;HOSPITAL JULIO MAIA;   7
MS;CAMPO GRANDE;HOSPITAL ADVENTISTA DO PENFIGO UNIDADE CENTRO;   7
MS;LADARIO;HOSPITAL NAVAL DE LADARIO;   7
MS;MARACAJU;HOSPITAL SORIANO CORREA DA SILVA;   7
MS;MIRANDA;HOSPITAL MUNICIPAL DE MIRANDA RENATO ALBUQUERQUE FILHO;   7
MS;PARAISO DAS AGUAS;PRONTO ATENDIMENTO MUNICIPAL PAM;   7
MT;COCALINHO;HOSPITAL MUNICIPAL DE COCALINHO;   7
MT;CONFRESA;CENTRO DE ATENDIMENTO PARA ENFRENTAMENTO A COVID 19;   7
MT;VERA;CENTRO DE SAUDE DR HENRIQUE SOUZA CHAVES;   7
PA;ANAPU;HOSPITAL MUNICIPAL OSCAR DE DEA;   7
PA;BARCARENA;SECRETARIA DE SAUDE DE BARCARENA;   7
PA;BELEM;MATERNIDADE SAUDE DA CRIANCA;   7
PA;ITAITUBA;SECRETARIA MUNICIPAL DE SAUDE DE ITAITUBA;   7
PA;MARABA;HOSPITAL DE CAMPANHA COVID 19 MARABA;   7
PA;PICARRA;UNIDADE MISTA DE SAUDE DE PICARRA;   7
PA;ULIANOPOLIS;HOSPITAL MUNICIPAL DE ULIANOPOLIS;   7
PB;ALAGOA GRANDE;HOSPITAL MUNICIPAL MINISTRO OSVALDO TRIGUEIRO;   7
PB;SANTA LUZIA;HOSPITAL E MATERNIDADE SINHA CARNEIRO;   7
PB;SAPE;HOSPITAL REGIONAL DR SA ANDRADE;   7
PE;ALTINHO;UNIDADE MISTA DE ALTINHO;   7
PE;BELO JARDIM;HOSPITAL REGIONAL JULIO ALVES DE LIRA;   7
PE;CABROBO;HOSPITAL DR ARNALDO VASCONCELOS DE ALENCAR;   7
PE;CORTES;HOSPITAL SENADOR ANTONIO FARIAS;   7
PE;FLORESTA;HOSPITAL CEL ALVARO FERRAZ;   7
PE;PANELAS;UNIDADE MISTA NOSSA SENHORA DE FATIMA;   7
